StageID,MaxWaves,MonsterList,MaxRound,TimeUpWin,PlayerCardMax,FriendSupportMax,NpcSupportList,StageTeamSkillList,RewardList
47,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":3,""Level"":50,""EquipID"":[23023,21005]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":3,""Level"":50,""EquipID"":[22023,21005]},{""Wave"":1,""Slot"":6,""MonsterID"":1011,""Rank"":3,""Level"":50,""EquipID"":[22023,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":1001,""Rank"":2,""Level"":50,""EquipID"":[22030,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":50,""EquipID"":[22030,21005]}]",15,,4,0,,,"1,4200,2,2100,7,280,11004,1"
48,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3053,""Rank"":3,""Level"":50,""EquipID"":[23019,21005]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":3,""Level"":50,""EquipID"":[22019,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":3001,""Rank"":2,""Level"":50,""EquipID"":[22030,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":3001,""Rank"":2,""Level"":50,""EquipID"":[22030,21005]}]",15,,4,0,,,"1,4200,2,2100,7,280,12004,1"
49,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3031,""Rank"":3,""Level"":50,""EquipID"":[23023,21005]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":2,""Level"":50,""EquipID"":[22030,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":50,""EquipID"":[22023,21005]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":3,""Level"":50,""EquipID"":[23023,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":3011,""Rank"":3,""Level"":50,""EquipID"":[22023,21005]}]",15,,4,0,,,"1,4200,2,2100,7,280,13004,1"
50,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3053,""Rank"":3,""Level"":50,""EquipID"":[23019,21005]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":3,""Level"":50,""EquipID"":[22019,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":3001,""Rank"":2,""Level"":50,""EquipID"":[22030,21005]},{""Wave"":1,""Slot"":8,""MonsterID"":3051,""Rank"":3,""Level"":50,""EquipID"":[23019,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":3001,""Rank"":2,""Level"":50,""EquipID"":[22030,21005]}]",15,,4,0,,,"1,4200,2,2100,7,280,16,1"
51,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":3,""Level"":55,""EquipID"":[23025,21005]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":55,""EquipID"":[22032,21005]},{""Wave"":1,""Slot"":6,""MonsterID"":5001,""Rank"":2,""Level"":55,""EquipID"":[22032,21005]},{""Wave"":1,""Slot"":8,""MonsterID"":5001,""Rank"":2,""Level"":55,""EquipID"":[22032,21005]}]",15,,4,0,,,"1,4800,2,2400,7,300,10005,1"
52,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5001,""Rank"":2,""Level"":55,""EquipID"":[22032,21005]},{""Wave"":1,""Slot"":3,""MonsterID"":5001,""Rank"":2,""Level"":55,""EquipID"":[22032,21005]},{""Wave"":1,""Slot"":5,""MonsterID"":5033,""Rank"":3,""Level"":55,""EquipID"":[23025,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":3,""Level"":55,""EquipID"":[22021,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":5021,""Rank"":3,""Level"":55,""EquipID"":[22021,21005]}]",15,,4,0,,,"1,4800,2,2400,7,300,11005,1"
53,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1052,""Rank"":3,""Level"":55,""EquipID"":[23021,21005]},{""Wave"":1,""Slot"":6,""MonsterID"":1011,""Rank"":3,""Level"":55,""EquipID"":[22025,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":1021,""Rank"":3,""Level"":55,""EquipID"":[22021,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":1021,""Rank"":3,""Level"":55,""EquipID"":[22021,21005]}]",15,,4,0,,,"1,4800,2,2400,7,300,12005,1"
54,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1033,""Rank"":3,""Level"":55,""EquipID"":[23025,21005]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":3,""Level"":55,""EquipID"":[22021,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":1001,""Rank"":2,""Level"":55,""EquipID"":[22032,21005]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":3,""Level"":55,""EquipID"":[23025,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":55,""EquipID"":[22032,21005]}]",15,,4,0,,,"1,4800,2,2400,7,300,13005,1"
55,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1052,""Rank"":3,""Level"":55,""EquipID"":[23021,21005]},{""Wave"":1,""Slot"":6,""MonsterID"":1011,""Rank"":3,""Level"":55,""EquipID"":[22025,21005]},{""Wave"":1,""Slot"":7,""MonsterID"":1021,""Rank"":3,""Level"":55,""EquipID"":[22021,21005]},{""Wave"":1,""Slot"":8,""MonsterID"":1053,""Rank"":3,""Level"":55,""EquipID"":[23021,21005]},{""Wave"":1,""Slot"":9,""MonsterID"":1021,""Rank"":3,""Level"":55,""EquipID"":[22021,21005]}]",15,,4,0,,,"1,4800,2,2400,7,300,15,3"
56,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4001,""Rank"":2,""Level"":60,""EquipID"":[22033,21006]},{""Wave"":1,""Slot"":4,""MonsterID"":4001,""Rank"":2,""Level"":60,""EquipID"":[22033,21006]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":2,""Level"":60,""EquipID"":[22033,21006]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":4,""Level"":60,""EquipID"":[23023,21006]}]",15,,4,0,,,"1,5400,2,2700,7,320,10005,1"
57,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":4,""Level"":60,""EquipID"":[23023,21006]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]},{""Wave"":1,""Slot"":6,""MonsterID"":4011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]},{""Wave"":1,""Slot"":7,""MonsterID"":4001,""Rank"":2,""Level"":60,""EquipID"":[22033,21006]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":60,""EquipID"":[22033,21006]}]",15,,4,0,,,"1,5400,2,2700,7,320,11005,1"
58,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]},{""Wave"":1,""Slot"":3,""MonsterID"":5011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]},{""Wave"":1,""Slot"":5,""MonsterID"":5053,""Rank"":4,""Level"":60,""EquipID"":[23019,21006]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":60,""EquipID"":[22019,21006]}]",15,,4,0,,,"1,5400,2,2700,7,320,12005,1"
59,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":4,""Level"":60,""EquipID"":[23023,21006]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":60,""EquipID"":[22033,21006]},{""Wave"":1,""Slot"":7,""MonsterID"":5011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]},{""Wave"":1,""Slot"":8,""MonsterID"":5032,""Rank"":4,""Level"":60,""EquipID"":[23023,21006]},{""Wave"":1,""Slot"":9,""MonsterID"":5011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]}]",15,,4,0,,,"1,5400,2,2700,7,320,13005,1"
60,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]},{""Wave"":1,""Slot"":3,""MonsterID"":5011,""Rank"":3,""Level"":60,""EquipID"":[22026,21006]},{""Wave"":1,""Slot"":7,""MonsterID"":5052,""Rank"":4,""Level"":60,""EquipID"":[23019,21006]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":4,""Level"":60,""EquipID"":[22019,21006]},{""Wave"":1,""Slot"":9,""MonsterID"":5053,""Rank"":4,""Level"":60,""EquipID"":[23019,21006]}]",15,,4,0,,,"1,5400,2,2700,7,320,15,3"
61,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":4,""Level"":65,""EquipID"":[23025,21006]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":65,""EquipID"":[22035,21006]},{""Wave"":1,""Slot"":6,""MonsterID"":2001,""Rank"":2,""Level"":65,""EquipID"":[22035,21006]},{""Wave"":1,""Slot"":8,""MonsterID"":2001,""Rank"":2,""Level"":65,""EquipID"":[22035,21006]}]",15,,4,0,,,"1,6000,2,3000,7,340,10005,1"
62,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":65,""EquipID"":[22035,21006]},{""Wave"":1,""Slot"":5,""MonsterID"":2001,""Rank"":2,""Level"":65,""EquipID"":[22035,21006]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":4,""Level"":65,""EquipID"":[23025,21006]},{""Wave"":1,""Slot"":9,""MonsterID"":2021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]}]",15,,4,0,,,"1,6000,2,3000,7,340,11005,1"
63,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4052,""Rank"":4,""Level"":65,""EquipID"":[23021,21006]},{""Wave"":1,""Slot"":6,""MonsterID"":4011,""Rank"":3,""Level"":65,""EquipID"":[22028,21006]},{""Wave"":1,""Slot"":7,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]},{""Wave"":1,""Slot"":9,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]}]",15,,4,0,,,"1,6000,2,3000,7,340,12005,1"
64,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4033,""Rank"":4,""Level"":65,""EquipID"":[23025,21006]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":4,""Level"":65,""EquipID"":[23025,21006]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":65,""EquipID"":[22035,21006]}]",15,,4,0,,,"1,6000,2,3000,7,340,13005,1"
65,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4052,""Rank"":4,""Level"":65,""EquipID"":[23021,21006]},{""Wave"":1,""Slot"":6,""MonsterID"":4011,""Rank"":3,""Level"":65,""EquipID"":[22028,21006]},{""Wave"":1,""Slot"":7,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]},{""Wave"":1,""Slot"":8,""MonsterID"":4053,""Rank"":4,""Level"":65,""EquipID"":[23021,21006]},{""Wave"":1,""Slot"":9,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[22021,21006]}]",15,,4,0,,,"1,6000,2,3000,7,340,15,3"
66,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":4,""Level"":70,""EquipID"":[23026,21007]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":4,""Level"":70,""EquipID"":[22022,21007]},{""Wave"":1,""Slot"":6,""MonsterID"":6021,""Rank"":4,""Level"":70,""EquipID"":[22022,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":6021,""Rank"":4,""Level"":70,""EquipID"":[22022,21007]}]",15,,4,0,,,"1,6600,2,3300,7,360,10005,1"
67,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":4,""Level"":70,""EquipID"":[22022,21007]},{""Wave"":1,""Slot"":5,""MonsterID"":6021,""Rank"":4,""Level"":70,""EquipID"":[22022,21007]},{""Wave"":1,""Slot"":7,""MonsterID"":6011,""Rank"":3,""Level"":70,""EquipID"":[22029,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":4,""Level"":70,""EquipID"":[23026,21007]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":70,""EquipID"":[22029,21007]}]",15,,4,0,,,"1,6600,2,3300,7,360,11005,1"
68,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2001,""Rank"":2,""Level"":70,""EquipID"":[22036,21007]},{""Wave"":1,""Slot"":3,""MonsterID"":2001,""Rank"":2,""Level"":70,""EquipID"":[22036,21007]},{""Wave"":1,""Slot"":5,""MonsterID"":2053,""Rank"":4,""Level"":70,""EquipID"":[23022,21007]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":70,""EquipID"":[22022,21007]}]",15,,4,0,,,"1,6600,2,3300,7,360,12005,1"
69,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":4,""Level"":70,""EquipID"":[23026,21007]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":70,""EquipID"":[22036,21007]},{""Wave"":1,""Slot"":7,""MonsterID"":2011,""Rank"":3,""Level"":70,""EquipID"":[22029,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":2032,""Rank"":4,""Level"":70,""EquipID"":[23026,21007]},{""Wave"":1,""Slot"":9,""MonsterID"":2011,""Rank"":3,""Level"":70,""EquipID"":[22029,21007]}]",15,,4,0,,,"1,6600,2,3300,7,360,13005,1"
70,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2011,""Rank"":3,""Level"":70,""EquipID"":[22029,21007]},{""Wave"":1,""Slot"":3,""MonsterID"":2011,""Rank"":3,""Level"":70,""EquipID"":[22029,21007]},{""Wave"":1,""Slot"":7,""MonsterID"":2052,""Rank"":4,""Level"":70,""EquipID"":[23022,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":4,""Level"":70,""EquipID"":[22022,21007]},{""Wave"":1,""Slot"":9,""MonsterID"":2053,""Rank"":4,""Level"":70,""EquipID"":[23022,21007]}]",15,,4,0,,,"1,6600,2,3300,7,360,16,1"
71,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":4,""Level"":75,""EquipID"":[23027,21007]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":4,""Level"":75,""EquipID"":[22023,21007]},{""Wave"":1,""Slot"":6,""MonsterID"":3021,""Rank"":4,""Level"":75,""EquipID"":[22023,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":3021,""Rank"":4,""Level"":75,""EquipID"":[22023,21007]}]",15,,4,0,,,"1,7400,2,3700,7,380,10006,1"
72,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":4,""Level"":75,""EquipID"":[22023,21007]},{""Wave"":1,""Slot"":5,""MonsterID"":3021,""Rank"":4,""Level"":75,""EquipID"":[22023,21007]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":75,""EquipID"":[22030,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":4,""Level"":75,""EquipID"":[23027,21007]},{""Wave"":1,""Slot"":9,""MonsterID"":3011,""Rank"":3,""Level"":75,""EquipID"":[22030,21007]}]",15,,4,0,,,"1,7400,2,3700,7,380,11006,1"
73,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6001,""Rank"":2,""Level"":75,""EquipID"":[22037,21007]},{""Wave"":1,""Slot"":3,""MonsterID"":6001,""Rank"":2,""Level"":75,""EquipID"":[22037,21007]},{""Wave"":1,""Slot"":5,""MonsterID"":6055,""Rank"":4,""Level"":75,""EquipID"":[23023,21007]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":75,""EquipID"":[22030,21007]}]",15,,4,0,,,"1,7400,2,3700,7,380,12006,1"
74,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":6031,""Rank"":4,""Level"":75,""EquipID"":[23027,21007]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":75,""EquipID"":[22037,21007]},{""Wave"":1,""Slot"":7,""MonsterID"":6011,""Rank"":3,""Level"":75,""EquipID"":[22030,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":4,""Level"":75,""EquipID"":[23027,21007]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":75,""EquipID"":[22030,21007]}]",15,,4,0,,,"1,7400,2,3700,7,380,13006,1"
75,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6001,""Rank"":2,""Level"":75,""EquipID"":[22037,21007]},{""Wave"":1,""Slot"":3,""MonsterID"":6001,""Rank"":2,""Level"":75,""EquipID"":[22037,21007]},{""Wave"":1,""Slot"":7,""MonsterID"":6051,""Rank"":4,""Level"":75,""EquipID"":[23023,21007]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":3,""Level"":75,""EquipID"":[22030,21007]},{""Wave"":1,""Slot"":9,""MonsterID"":6055,""Rank"":4,""Level"":75,""EquipID"":[23023,21007]}]",15,,4,0,,,"1,7400,2,3700,7,380,15,3"
76,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1021,""Rank"":4,""Level"":80,""EquipID"":[22024,21008]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":4,""Level"":80,""EquipID"":[22024,21008]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":4,""Level"":80,""EquipID"":[22024,21008]},{""Wave"":1,""Slot"":8,""MonsterID"":1033,""Rank"":5,""Level"":80,""EquipID"":[23025,21008]}]",15,,4,0,,,"1,8000,2,4000,7,400,10006,1"
77,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1021,""Rank"":4,""Level"":80,""EquipID"":[22024,21008]},{""Wave"":1,""Slot"":3,""MonsterID"":1021,""Rank"":4,""Level"":80,""EquipID"":[22024,21008]},{""Wave"":1,""Slot"":5,""MonsterID"":1031,""Rank"":5,""Level"":80,""EquipID"":[23025,21008]},{""Wave"":1,""Slot"":7,""MonsterID"":1001,""Rank"":2,""Level"":80,""EquipID"":[22038,21008]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":80,""EquipID"":[22038,21008]}]",15,,4,0,,,"1,8000,2,4000,7,400,11006,1"
78,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3001,""Rank"":2,""Level"":80,""EquipID"":[22038,21008]},{""Wave"":1,""Slot"":3,""MonsterID"":3001,""Rank"":2,""Level"":80,""EquipID"":[22038,21008]},{""Wave"":1,""Slot"":5,""MonsterID"":3055,""Rank"":5,""Level"":80,""EquipID"":[23021,21008]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":80,""EquipID"":[22031,21008]}]",15,,4,0,,,"1,8000,2,4000,7,400,12006,1"
79,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":5,""Level"":80,""EquipID"":[23025,21008]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":4,""Level"":80,""EquipID"":[22024,21008]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":80,""EquipID"":[22031,21008]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":5,""Level"":80,""EquipID"":[23025,21008]},{""Wave"":1,""Slot"":9,""MonsterID"":3011,""Rank"":3,""Level"":80,""EquipID"":[22031,21008]}]",15,,4,0,,,"1,8000,2,4000,7,400,13006,1"
80,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3001,""Rank"":2,""Level"":80,""EquipID"":[22038,21008]},{""Wave"":1,""Slot"":3,""MonsterID"":3001,""Rank"":2,""Level"":80,""EquipID"":[22038,21008]},{""Wave"":1,""Slot"":7,""MonsterID"":3054,""Rank"":5,""Level"":80,""EquipID"":[23021,21008]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":3,""Level"":80,""EquipID"":[22031,21008]},{""Wave"":1,""Slot"":9,""MonsterID"":3055,""Rank"":5,""Level"":80,""EquipID"":[23021,21008]}]",15,,4,0,,,"1,8000,2,4000,7,400,15,3"
81,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":8,""MonsterID"":5032,""Rank"":5,""Level"":85,""EquipID"":[23026,21008]}]",15,,4,0,,,"1,8800,2,4400,7,420,10006,1"
82,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":5,""Level"":85,""EquipID"":[23026,21008]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":85,""EquipID"":[22039,21008]},{""Wave"":1,""Slot"":6,""MonsterID"":5001,""Rank"":2,""Level"":85,""EquipID"":[22039,21008]},{""Wave"":1,""Slot"":7,""MonsterID"":5011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":9,""MonsterID"":5011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]}]",15,,4,0,,,"1,8800,2,4400,7,420,11006,1"
83,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":3,""MonsterID"":1011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":5,""MonsterID"":1054,""Rank"":5,""Level"":85,""EquipID"":[23022,21008]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":86,""EquipID"":[22039,21008]}]",15,,4,0,,,"1,8800,2,4400,7,420,12006,1"
84,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":5,""Level"":85,""EquipID"":[23026,21008]},{""Wave"":1,""Slot"":6,""MonsterID"":1011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":7,""MonsterID"":1021,""Rank"":4,""Level"":85,""EquipID"":[22025,21008]},{""Wave"":1,""Slot"":8,""MonsterID"":1033,""Rank"":5,""Level"":85,""EquipID"":[23026,21008]},{""Wave"":1,""Slot"":9,""MonsterID"":1021,""Rank"":4,""Level"":85,""EquipID"":[22025,21008]}]",15,,4,0,,,"1,8800,2,4400,7,420,13006,1"
85,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":1055,""Rank"":5,""Level"":85,""EquipID"":[23022,21008]},{""Wave"":1,""Slot"":6,""MonsterID"":1011,""Rank"":3,""Level"":85,""EquipID"":[22032,21008]},{""Wave"":1,""Slot"":7,""MonsterID"":1001,""Rank"":2,""Level"":85,""EquipID"":[22039,21008]},{""Wave"":1,""Slot"":8,""MonsterID"":1054,""Rank"":5,""Level"":85,""EquipID"":[23022,21008]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":85,""EquipID"":[22039,21008]}]",15,,4,0,,,"1,8800,2,4400,7,420,15,3"
86,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":4021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":8,""MonsterID"":4033,""Rank"":5,""Level"":90,""EquipID"":[23028,21009]}]",15,,4,0,,,"1,9600,2,4800,7,440,10006,1"
87,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":3,""MonsterID"":4021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":5,""MonsterID"":4031,""Rank"":5,""Level"":90,""EquipID"":[23028,21009]},{""Wave"":1,""Slot"":7,""MonsterID"":4001,""Rank"":2,""Level"":90,""EquipID"":[22041,21009]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":90,""EquipID"":[22041,21009]}]",15,,4,0,,,"1,9600,2,4800,7,440,11006,1"
88,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5054,""Rank"":5,""Level"":90,""EquipID"":[23024,21009]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":90,""EquipID"":[22041,21009]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":9,""MonsterID"":5021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]}]",15,,4,0,,,"1,9600,2,4800,7,440,12006,1"
89,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5032,""Rank"":5,""Level"":90,""EquipID"":[23028,21009]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":3,""Level"":90,""EquipID"":[22034,21009]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":3,""Level"":90,""EquipID"":[22034,21009]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":5,""Level"":90,""EquipID"":[23028,21009]}]",15,,4,0,,,"1,9600,2,4800,7,440,13006,1"
90,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":5054,""Rank"":5,""Level"":90,""EquipID"":[23024,21009]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":90,""EquipID"":[22041,21009]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]},{""Wave"":1,""Slot"":8,""MonsterID"":5056,""Rank"":5,""Level"":90,""EquipID"":[23024,21009]},{""Wave"":1,""Slot"":9,""MonsterID"":5021,""Rank"":4,""Level"":90,""EquipID"":[22027,21009]}]",15,,4,0,,,"1,9600,2,4800,7,440,16,1"
91,1,"[{""Wave"":1,""Slot"":2,""MonsterID"":2011,""Rank"":3,""Level"":95,""EquipID"":[22035,21009]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":3,""Level"":95,""EquipID"":[22035,21009]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":3,""Level"":95,""EquipID"":[22035,21009]},{""Wave"":1,""Slot"":8,""MonsterID"":2032,""Rank"":5,""Level"":95,""EquipID"":[23029,21009]}]",15,,4,0,,,"1,10400,2,5200,7,460,10006,1"
